Accounting_and_Auditing,Advertising_and_Marketing,Aerospace_and_Defense,Aging_and_Geriatrics,Agriculture_and_Forestry,Air_Travel,Alcoholic_Beverages,Alternative_and_Natural_Medicine,Animal_Products_and_Services,Antiques_and_Collectibles,Apartments_and_Residential_Rentals,Apparel,Arcade_and_Coin-Op_Games,Arts_and_Entertainment,Astronomy,Auctions,Automotive_Industry,Autos_and_Vehicles,Banking,Beauty_and_Fitness,Beauty_Pageants,Bed_and_Bath,Bicycles_and_Accessories,Biographies_and_Quotations,Biological_Sciences,Blogging_Resources_and_Services,Board_Games,Boats_and_Watercraft,Body_Art,Book_Retailers,Books_and_Literature,Bowling,Broadcast_and_Network_News,Bus_and_Rail,Business_and_Industrial,Business_Education,Business_Finance,Business_News,Business_Operations,Business_Services,CAD_and_CAM,Campers_and_RVs,Candy_and_Sweets,Car_Rental_and_Taxi_Services,Card_Games,Carpooling_and_Ridesharing,Celebrities_and_Entertainment_News,Chemicals_Industry,Chemistry,Children's_Literature,Classic_Vehicles,Classifieds,Clubs_and_Nightlife,Clubs_and_Organizations,College_Sports,Combat_Sports,Comics_and_Animation,Commercial_and_Investment_Real_Estate,Commercial_Vehicles,Communications_Equipment,Computer_and_Video_Games,Computer_Hardware,Computer_Science,Computer_Security,Computers_and_Electronics,Construction_and_Maintenance,Consumer_Electronics,Consumer_Resources,"Contests,_Awards_and_Prizes",Cooking_and_Recipes,Cosmetic_Procedures,Cosmetology_and_Beauty_Professionals,Crafts,Credit_and_Lending,Cruises_and_Charters,Culinary_Training,Currencies_and_Foreign_Exchange,Custom_and_Performance_Vehicles,Cycling,Dating_and_Personals,Directories_and_Listings,Disabled_and_Special_Needs,Domestic_Services,Earth_Sciences,E-Books,Ecology_and_Environment,Education,Electronics_and_Electrical,Email_and_Messaging,Energy_and_Utilities,Engineering_and_Technology,Enterprise_Technology,Entertainment_Industry,Entertainment_Media,Ethnic_and_Identity_Groups,Events_and_Listings,Extreme_Sports,Face_and_Body_Care,Family_and_Relationships,Family-Oriented_Games_and_Activities,Fan_Fiction,Fantasy_Sports,Fashion_and_Style,File_Sharing_and_Hosting,Finance,Financial_Planning,Fitness,Food_and_Drink,Forum_and_Chat_Providers,Fun_and_Trivia,Games,Gardening_and_Landscaping,General_Reference,Geographic_Reference,Gifts_and_Special_Event_Items,Gossip_and_Tabloid_News,Government,Grants_and_Financial_Assistance,Grocery_and_Food_Retailers,Hair_Care,Health,Health_Conditions,Health_Education_and_Medical_Training,Health_Foundations_and_Medical_Research,Health_News,Hobbies_and_Leisure,Home_and_Garden,Home_Appliances,Home_Furnishings,Home_Improvement,Home_Storage_and_Shelving,Homemaking_and_Interior_Decor,Hospitality_Industry,Hotels_and_Accommodations,Humanities,Humor,HVAC_and_Climate_Control,Hybrid_and_Alternative_Vehicles,Individual_Sports,Industrial_Materials_and_Equipment,Insurance,Internet_and_Telecom,Investing,Jobs,Jobs_and_Education,Journalism_and_News_Industry,Kids_and_Teens,Kitchen_and_Dining,Language_Resources,Laundry,Law_and_Government,Legal,Libraries_and_Museums,Literary_Classics,Live_Sporting_Events,Local_News,Luggage_and_Travel_Accessories,Luxury_Goods,Magazines,Manufacturing,Mass_Merchants_and_Department_Stores,Mathematics,Medical_Devices_and_Equipment,Medical_Facilities_and_Services,Medical_Literature_and_Resources,Men's_Health,Mental_Health,Metals_and_Mining,Microcars_and_City_Cars,Military,Mobile_and_Wireless,Motor_Sports,Motorcycles,Movies,Music_and_Audio,Networking,News,Newspapers,Non-Alcoholic_Beverages,Nursery_and_Playroom,Nursing,Nutrition,Offbeat,Off-Road_Vehicles,Online_Communities,Online_Games,Online_Goodies,Online_Journals_and_Personal_Sites,Online_Media,Oral_and_Dental_Care,Outdoors,Paintball,Party_Games,Pediatrics,People_and_Society,Performing_Arts,Personal_Aircraft,Pest_Control,Pets,Pets_and_Animals,Pharmaceuticals_and_Biotech,Pharmacy,Photo_and_Video_Services,Photo_and_Video_Sharing,Photographic_and_Digital_Arts,Physics,Poetry,Politics,Printing_and_Publishing,Professional_and_Trade_Associations,Programming,Property_Development,Property_Inspections_and_Appraisals,Property_Management,Public_Health,Public_Safety,Puzzles_and_Brainteasers,Radio_Control_and_Modeling,Real_Estate,Real_Estate_Agencies,Real_Estate_Listings,Recreational_Aviation,Reference,Religion_and_Belief,Reproductive_Health,Restaurants,Retail_Trade,Retirement_and_Pension,Roleplaying_Games,Running_and_Walking,Science,Scientific_Equipment,Scientific_Institutions,Scooters_and_Mopeds,Search_Engines,Seniors_and_Retirement,Service_Providers,Shopping,Shopping_Portals_and_Search_Engines,Small_Business,Social_Issues_and_Advocacy,Social_Networks,Social_Sciences,Social_Services,Software,Spas_and_Beauty_Services,Special_Occasions,Specialty_Travel,Sporting_Goods,Sports,Sports_Coaching_and_Training,Sports_News,Subcultures_and_Niche_Interests,Substance_Abuse,Swap_Meets_and_Outdoor_Markets,Swimming_Pools_and_Spas,Table_Games,Team_Sports,Technical_Reference,Technology_News,Teleconferencing,Textiles_and_Nonwovens,Ticket_Sales,Timeshares_and_Vacation_Properties,Tobacco_Products,Tourist_Destinations,Toys,Transportation_and_Logistics,Travel,Travel_Agencies_and_Services,Travel_Guides_and_Travelogues,Trucks_and_SUVs,TV_and_Video,Vehicle_Brands,Vehicle_Codes_and_Driving_Laws,Vehicle_Licensing_and_Registration,Vehicle_Maintenance,Vehicle_Parts_and_Accessories,Vehicle_Shopping,Vehicle_Shows,Virtual_Worlds,Vision_Care,Visual_Art_and_Design,Water_Activities,Water_Sports,Weather,Web_Apps_and_Online_Tools,Web_Portals,Web_Services,Weight_Loss,Wholesalers_and_Liquidators,Wildlife,Winter_Sports,Women's_Health,World_News,World_Sports_Competitions,Writers_Resources,Yard_and_Patio,
55,42,74,29,49,41,42,63,40,55,45,36,59,30,54,27,24,30,58,41,71,29,30,40,26,46,33,32,82,53,60,46,89,55,41,24,75,18,58,61,67,65,43,55,83,52,46,37,38,17,22,33,41,29,19,26,46,52,60,24,59,33,32,25,47,51,51,52,60,47,65,52,31,43,21,34,32,39,42,54,59,25,27,20,8,24,35,20,24,24,2,8,55,20,61,61,62,33,33,54,42,44,75,73,70,68,53,47,75,83,52,39,45,44,29,60,20,38,37,35,44,65,51,71,40,47,32,24,40,81,70,56,52,73,53,87,62,72,46,55,63,79,81,57,47,53,59,37,91,45,15,46,16,56,19,23,35,25,42,49,28,57,65,59,32,55,51,65,65,58,44,51,82,40,56,20,36,48,19,47,44,39,40,30,55,86,24,54,51,61,46,39,44,32,51,29,41,58,32,30,36,29,8,75,72,39,39,37,45,14,17,11,36,34,34,12,52,51,45,59,53,59,62,44,27,72,56,35,52,75,36,31,45,46,28,67,45,54,37,64,38,26,84,38,26,42,23,50,74,23,46,29,37,83,47,26,23,54,84,25,54,55,39,39,23,63,57,40,37,62,65,59,30,72,83,59,51,17,37,27,36,37,56,96,17,17,1,40,42,48,36,37,32,33,53,46,42,35,58
53,46,72,30,56,40,44,60,41,42,44,39,58,32,55,45,25,25,57,38,68,28,32,42,25,51,34,36,84,53,61,44,87,56,40,21,80,15,55,59,63,74,43,57,84,54,43,37,38,19,29,31,45,28,19,24,44,51,54,21,56,31,31,24,46,49,49,50,57,46,70,52,31,44,21,33,31,43,44,53,59,26,26,22,8,30,35,20,20,23,0,10,55,19,60,60,59,31,29,53,38,45,86,77,72,83,54,53,86,81,45,40,53,52,33,60,20,43,39,44,45,63,52,70,37,43,32,24,43,78,67,56,55,68,53,85,64,69,48,55,66,74,84,55,54,60,60,36,32,49,15,48,16,60,21,27,38,28,50,45,28,65,75,60,26,74,60,65,75,65,50,68,86,47,44,18,33,48,20,44,45,38,40,28,56,76,25,50,50,58,49,43,43,35,55,29,46,55,32,27,53,29,16,65,70,43,39,37,47,15,18,12,35,40,35,13,52,51,45,62,58,54,58,42,25,76,60,40,51,71,32,30,40,45,26,62,48,50,36,64,37,27,81,36,24,41,17,42,60,21,45,38,38,69,42,24,22,66,81,26,52,77,43,47,23,86,59,50,42,62,52,63,39,90,79,82,45,17,32,27,35,33,69,80,19,19,2,39,41,48,35,73,32,31,64,44,40,34,60
55,53,75,34,55,42,45,66,41,40,46,39,58,31,51,25,24,24,42,40,68,31,31,42,24,50,32,33,86,56,59,42,86,54,39,18,83,28,55,64,69,80,42,59,83,60,43,34,37,26,21,31,45,30,21,22,36,55,53,22,51,28,28,25,43,48,45,46,56,46,73,47,29,44,18,34,27,44,40,51,66,25,22,22,7,32,31,20,19,22,0,10,55,19,61,61,59,32,27,52,44,48,94,94,87,85,51,60,88,89,47,39,57,53,35,55,20,57,40,40,52,61,49,70,40,39,26,21,38,73,61,53,50,67,49,83,64,76,43,53,67,73,82,61,56,66,65,32,36,52,14,51,16,62,22,31,35,18,65,48,27,60,81,56,23,69,55,62,77,64,44,68,87,46,39,17,30,47,19,44,47,35,41,28,53,68,24,41,40,52,44,36,37,34,51,28,39,49,33,27,40,27,4,66,69,39,39,35,47,15,17,12,36,45,35,13,48,48,42,55,50,53,59,41,23,74,62,39,49,67,30,28,36,44,25,62,48,49,36,58,34,26,74,33,24,34,19,37,45,19,42,24,38,59,38,23,18,68,88,27,51,71,47,58,27,96,63,55,43,63,49,64,45,90,76,69,50,17,25,25,49,25,73,83,19,19,1,38,39,47,34,42,32,32,67,45,43,33,62
56,55,73,45,48,43,43,61,41,41,44,35,61,30,53,28,23,28,52,40,68,30,31,41,24,55,34,29,86,55,65,49,89,53,41,28,86,24,57,70,76,68,46,73,84,59,61,34,40,22,20,37,48,29,19,23,32,53,56,21,52,34,31,26,53,50,53,55,59,49,69,55,33,46,23,33,54,39,48,50,59,25,28,21,8,26,33,19,22,24,0,10,58,44,61,61,64,39,36,57,42,56,84,72,67,77,66,48,85,87,45,40,51,51,31,54,19,35,41,42,47,68,53,85,41,48,30,25,46,82,72,61,50,76,64,97,65,72,45,55,64,83,85,51,55,73,61,36,32,43,14,47,15,63,19,26,35,21,34,48,30,62,72,60,27,63,57,69,85,64,47,62,88,46,39,20,31,46,21,44,42,36,38,31,55,71,26,54,47,66,48,40,44,34,55,33,45,57,40,31,92,28,5,63,96,36,37,33,47,15,16,12,37,33,33,13,55,52,46,64,46,56,69,50,25,78,61,36,60,84,38,31,43,55,28,76,62,52,38,61,38,25,78,37,26,39,26,40,47,21,47,27,39,64,39,27,23,51,68,25,54,59,48,39,24,60,57,56,35,53,46,61,31,75,75,65,52,19,18,32,31,31,79,77,21,21,2,43,47,45,35,39,42,37,59,45,44,40,68
55,55,74,67,51,44,44,59,42,41,44,37,61,31,56,29,23,30,54,41,76,30,31,44,28,58,33,27,92,56,62,51,89,56,46,31,87,17,63,67,75,74,51,66,89,62,57,37,39,18,23,34,45,30,19,25,43,56,52,22,56,32,35,25,50,54,54,55,63,51,66,53,35,47,23,35,36,40,48,53,56,25,30,21,8,26,35,20,24,25,0,9,76,100,68,68,60,41,32,56,41,64,86,72,78,71,62,49,86,91,46,40,51,49,31,56,18,34,42,38,47,70,56,77,42,48,33,26,56,86,74,58,55,75,64,100,67,76,45,56,67,80,87,52,53,77,88,39,33,43,15,46,15,63,19,26,35,24,37,47,31,62,74,59,31,58,55,66,73,59,46,57,92,44,41,22,35,44,21,46,41,36,38,30,55,89,25,52,48,65,47,40,45,35,59,31,46,53,35,29,88,30,5,59,100,44,38,33,47,13,17,12,37,34,32,14,55,54,49,65,53,52,70,51,27,81,63,36,58,86,42,32,45,53,30,76,59,52,38,65,41,28,82,40,26,42,18,45,59,23,48,28,39,76,46,29,27,53,70,26,55,61,41,45,24,56,54,49,37,57,50,67,32,72,67,62,50,20,18,31,25,50,51,64,22,22,2,44,47,46,40,40,42,39,59,45,50,38,66
56,50,77,35,62,42,42,60,43,41,43,35,61,31,61,27,29,35,61,42,83,32,33,44,34,58,38,31,96,57,66,54,98,65,45,30,85,18,63,74,81,74,44,64,92,63,57,37,34,21,24,47,44,30,22,24,39,55,55,23,63,34,33,23,48,51,53,56,57,51,69,51,34,47,23,34,37,41,45,52,62,25,30,21,8,26,35,21,23,23,0,8,62,49,64,64,60,38,33,57,41,58,86,79,72,71,60,52,83,98,45,43,50,50,30,58,19,33,41,36,48,65,55,77,41,49,33,25,48,83,73,58,54,78,63,93,72,73,48,56,69,83,84,56,53,77,100,39,43,42,17,52,16,63,18,26,39,27,32,44,35,68,71,67,47,59,57,71,79,60,43,55,90,46,50,29,46,45,20,44,43,37,40,29,55,88,24,51,48,61,48,34,45,35,51,30,40,49,36,27,48,28,4,68,72,42,36,32,47,13,17,12,36,32,34,14,57,53,47,65,52,55,67,47,27,80,62,40,66,86,40,33,48,53,30,79,60,52,39,64,37,28,81,41,26,42,19,47,49,23,51,31,39,75,43,27,23,53,73,27,56,58,42,40,23,61,55,42,42,73,66,62,30,77,72,100,49,21,23,35,29,45,52,68,21,21,2,49,50,48,43,40,45,39,60,48,51,41,68
54,43,77,32,59,41,41,60,42,42,42,42,60,29,59,25,31,38,62,43,88,31,34,43,34,54,38,33,90,58,64,52,97,61,42,25,83,17,62,68,82,69,43,63,86,60,58,43,35,18,19,36,48,30,25,26,40,56,61,22,68,33,33,23,49,52,56,60,63,51,75,54,34,49,23,34,41,42,44,50,59,25,30,20,8,24,32,20,23,23,0,8,61,44,66,66,60,39,32,53,41,58,84,71,73,72,58,55,84,91,44,40,49,49,30,54,18,36,39,34,45,69,55,85,41,48,35,26,44,81,73,57,53,80,59,97,75,77,46,57,70,80,85,51,50,63,64,36,35,39,18,55,16,64,20,24,39,30,34,46,35,73,70,73,63,56,52,74,73,53,48,52,84,42,62,33,57,43,21,43,40,36,35,30,54,77,24,52,47,62,46,36,44,34,52,31,36,45,31,28,37,29,4,71,68,42,37,32,47,13,17,12,37,34,31,13,54,57,46,63,47,61,68,55,27,81,65,40,63,87,38,32,51,52,31,79,53,49,37,59,38,27,84,38,26,39,23,47,47,23,46,36,38,75,44,25,23,55,67,26,54,59,37,44,23,61,58,42,42,73,64,65,30,74,72,42,47,19,18,41,27,42,49,73,21,21,2,42,46,47,42,41,39,38,60,47,51,36,67
50,44,76,31,50,40,38,57,38,39,44,34,60,29,59,28,31,41,68,41,84,29,31,38,32,49,37,36,88,58,63,48,92,59,40,24,84,17,57,66,80,70,42,58,84,61,52,39,34,19,18,31,44,27,19,26,32,52,50,22,64,33,32,22,45,48,52,57,63,47,74,54,31,45,21,30,34,39,42,47,59,23,28,19,7,24,31,18,21,23,2,8,57,21,61,61,60,32,29,49,40,46,80,77,69,67,57,54,89,90,45,40,44,51,30,60,20,32,39,41,42,65,49,76,38,47,32,22,42,82,62,55,50,78,53,83,78,68,46,54,63,75,78,55,50,60,65,34,34,38,20,59,15,63,18,25,39,25,37,42,38,67,65,69,66,53,50,70,70,58,55,51,85,40,71,50,59,44,20,41,40,33,38,27,52,90,23,47,44,61,43,32,41,35,54,29,38,47,32,25,36,27,4,68,72,39,36,32,46,13,16,11,33,34,32,12,50,52,44,62,47,49,64,49,23,79,63,39,62,82,37,30,47,51,31,78,56,47,37,60,41,25,79,41,24,37,19,44,39,21,43,30,34,63,40,23,22,52,67,24,52,62,40,52,23,61,53,39,37,84,56,59,27,80,65,28,43,21,17,38,27,50,42,70,21,21,2,45,46,48,44,42,40,39,63,49,54,35,64
53,46,73,31,60,31,36,62,39,44,41,34,57,27,57,26,32,49,74,42,83,29,32,39,35,50,38,35,91,58,60,52,92,61,41,25,84,15,64,68,80,71,41,61,90,60,53,27,31,19,16,28,48,19,21,13,20,53,48,21,64,28,31,21,45,46,51,60,64,48,73,54,29,43,20,30,32,39,43,46,60,24,25,19,8,24,32,20,20,20,0,11,54,20,63,63,60,30,27,50,37,45,85,77,73,71,56,55,85,96,44,32,45,55,31,40,18,43,35,43,46,63,49,73,40,48,31,20,41,78,61,55,42,74,58,87,73,69,40,54,63,74,81,52,52,63,68,33,34,37,19,60,13,64,18,26,39,23,29,40,45,75,68,71,58,56,50,76,75,60,66,51,87,41,80,66,55,41,19,39,39,29,37,28,47,45,22,36,32,60,42,31,40,33,52,28,35,45,29,25,36,27,4,65,64,47,36,31,48,12,17,10,31,32,34,12,49,48,47,62,38,48,66,41,20,87,61,36,63,88,36,29,48,53,31,79,64,41,36,52,36,19,63,38,23,30,16,37,24,19,38,23,34,32,25,23,19,48,63,25,55,61,42,42,23,62,51,41,41,91,63,66,28,81,74,23,44,20,21,41,24,47,42,75,23,23,2,51,50,50,47,50,46,43,66,53,62,36,70
54,45,77,34,63,31,37,65,40,52,40,35,59,28,61,26,32,53,79,44,82,31,33,44,35,51,40,37,94,62,65,59,99,61,43,26,82,16,65,67,82,70,41,63,94,61,53,26,31,20,17,28,47,18,20,10,17,55,52,27,63,30,38,22,46,49,51,64,68,49,78,57,30,44,20,30,26,39,45,50,61,23,25,20,8,24,33,19,21,19,0,7,58,18,69,69,60,35,31,54,38,47,87,86,70,69,55,61,90,100,41,32,46,56,29,34,18,36,37,42,44,66,56,74,39,52,33,21,44,81,63,57,44,74,58,99,71,73,44,55,65,78,84,53,54,59,69,34,33,38,23,64,14,64,18,24,40,24,29,42,50,72,77,71,48,60,54,75,78,60,76,56,94,47,77,65,50,43,19,40,43,32,40,29,47,32,24,39,32,63,43,32,41,33,53,30,37,48,31,27,36,28,4,61,59,38,36,32,46,13,20,10,34,32,31,12,49,50,42,65,36,52,66,45,20,87,61,34,67,92,40,31,53,58,33,85,68,44,36,53,38,19,62,40,24,29,18,39,19,20,39,20,32,25,26,24,19,52,68,24,57,62,42,36,22,71,50,45,42,90,61,65,31,89,64,21,50,20,22,44,28,45,41,62,26,26,2,55,51,54,50,45,50,44,93,54,64,38,70
53,46,69,34,57,32,40,64,38,44,44,32,59,30,67,26,32,41,71,44,82,32,34,44,33,54,37,38,99,71,66,59,100,64,45,27,82,14,63,69,85,72,41,58,94,59,52,29,33,24,17,34,51,20,19,17,23,56,54,20,64,34,46,26,48,56,53,58,66,50,74,56,31,45,21,33,33,42,44,47,64,25,26,23,8,26,32,19,22,22,0,8,63,18,67,67,70,34,33,59,45,46,87,84,67,71,60,58,86,100,43,36,45,52,29,43,21,34,36,43,44,64,49,74,39,53,34,23,44,82,67,52,49,76,59,98,67,72,47,55,65,83,84,52,54,59,68,36,32,41,20,64,14,64,19,25,38,22,28,45,41,69,75,68,44,63,57,73,83,66,56,56,99,47,71,39,46,46,20,45,44,34,43,29,50,60,24,50,48,66,44,33,44,33,58,31,35,49,33,27,37,28,5,69,54,51,37,36,47,13,19,11,34,32,32,13,49,57,43,66,40,54,69,44,21,88,63,35,63,91,39,34,53,54,32,79,58,48,35,58,39,21,72,38,26,33,20,41,28,21,41,27,34,47,30,26,21,53,69,25,53,62,44,39,25,65,57,48,43,88,59,65,28,87,68,36,46,20,62,39,36,47,51,65,21,21,2,48,47,54,46,43,47,40,100,56,55,34,68
53,46,65,36,51,38,44,59,40,50,45,33,61,31,69,58,29,33,63,41,75,32,33,42,30,53,35,35,90,100,67,51,93,58,43,25,82,14,63,61,75,65,40,58,88,57,45,35,33,20,19,35,43,24,19,26,45,56,59,20,74,37,33,22,49,54,53,59,64,51,73,54,33,47,21,32,32,42,45,55,59,25,28,21,8,25,34,21,24,25,0,8,63,20,62,62,63,32,29,56,39,48,84,78,65,72,61,56,88,87,44,41,44,48,32,58,25,40,38,44,44,66,54,72,39,50,36,25,45,83,70,54,55,77,56,90,67,72,49,54,61,79,83,49,53,55,61,37,30,40,18,52,14,59,19,24,37,26,31,43,33,64,70,68,38,58,55,71,73,62,45,53,94,42,64,29,43,49,19,42,52,38,41,29,58,96,24,57,54,66,47,35,43,35,53,31,34,50,32,26,36,27,5,79,50,50,36,33,46,13,18,12,33,31,30,13,51,57,43,60,48,59,67,45,26,78,60,35,58,81,39,33,48,51,29,75,55,52,33,65,39,26,84,39,26,42,20,51,68,23,46,31,36,77,49,28,23,53,71,25,54,57,41,38,24,60,61,43,41,76,58,65,29,79,87,62,42,18,57,38,44,44,63,96,19,19,2,44,45,49,43,40,41,41,64,53,47,34,61
53,46,73,30,50,44,42,65,39,57,43,35,55,31,55,76,25,27,56,40,74,29,33,40,25,50,33,32,84,55,64,48,90,56,41,24,79,14,52,62,74,66,40,54,83,57,45,37,34,18,20,33,42,27,19,29,48,54,57,20,68,35,34,23,51,50,54,54,65,50,69,55,34,45,23,33,32,41,43,55,61,24,27,20,8,24,35,20,24,23,0,8,58,21,60,60,60,36,34,59,40,50,84,71,75,72,58,55,82,88,42,42,45,49,30,61,22,35,38,38,49,66,56,69,41,51,33,26,43,83,70,55,57,79,54,93,65,72,45,55,62,81,79,51,51,56,58,38,30,43,14,48,14,59,19,24,35,29,42,45,28,62,69,64,34,57,53,70,75,62,47,54,86,39,54,23,37,46,20,44,44,35,39,28,59,100,26,55,51,64,46,39,44,32,54,31,39,50,31,29,37,28,6,73,75,43,35,32,45,14,17,11,33,33,29,13,53,52,45,58,52,57,63,47,27,82,57,35,55,78,38,30,47,50,28,71,49,49,32,69,37,27,84,37,26,45,38,48,71,23,48,31,38,79,49,27,24,55,80,24,51,62,39,42,24,63,57,44,39,66,97,60,29,77,88,63,44,17,36,30,35,39,64,98,17,17,2,42,43,50,42,39,35,35,59,48,44,32,60
52,46,69,35,51,40,39,65,40,41,44,35,58,31,52,26,24,26,46,37,68,29,33,47,23,49,32,31,90,54,59,43,87,57,40,21,77,16,50,59,70,68,41,55,84,54,43,34,36,19,19,30,40,26,20,24,41,51,51,19,58,32,35,22,47,49,49,53,57,48,77,52,31,44,21,32,30,44,43,51,57,26,24,22,7,27,35,18,21,23,0,8,56,18,62,62,56,35,28,55,39,47,90,78,76,87,55,61,88,88,46,38,47,56,30,57,20,42,42,41,45,61,54,68,38,43,33,24,41,76,66,53,50,70,50,85,62,72,47,53,64,76,80,56,53,61,56,35,30,47,14,49,15,61,19,27,35,28,48,62,27,67,74,64,28,72,61,72,80,68,50,65,94,44,41,20,35,43,19,41,45,33,39,30,56,85,24,48,46,57,43,36,41,35,50,29,39,48,31,27,43,26,6,65,74,38,35,29,44,14,17,12,34,38,27,13,51,50,42,58,48,51,59,47,25,77,63,35,50,69,35,29,42,43,27,65,51,48,31,64,36,28,78,34,24,37,18,42,53,20,41,28,35,62,40,25,21,64,82,24,49,66,41,43,24,79,62,46,40,67,49,61,35,97,84,96,48,16,28,27,35,34,65,89,17,17,2,39,40,47,40,34,31,34,64,43,41,34,58
55,50,68,34,51,40,42,73,39,41,47,38,57,33,54,23,23,24,43,40,65,28,31,46,23,54,31,32,94,54,58,45,82,54,39,18,86,27,55,63,76,80,43,58,89,64,43,33,32,23,22,32,43,24,21,22,32,53,51,18,54,29,28,22,47,50,46,50,53,48,78,52,30,44,19,31,27,50,45,52,67,25,23,21,8,33,33,19,19,22,1,9,55,20,62,62,58,37,25,50,38,54,93,92,85,85,53,66,92,90,48,40,57,55,34,56,21,55,44,48,51,59,52,70,37,43,26,23,40,76,63,53,49,77,49,89,67,74,42,53,64,76,79,62,56,66,59,31,35,49,15,50,15,64,21,30,34,20,67,68,27,67,78,59,25,71,58,66,85,69,46,71,91,44,36,19,33,48,19,43,47,31,39,25,54,73,24,42,39,53,46,36,39,33,53,29,40,46,34,27,52,25,5,67,76,35,35,31,45,14,17,12,34,43,28,14,51,49,42,59,52,52,71,48,22,81,63,34,51,68,36,30,40,47,29,64,54,46,30,57,34,23,74,33,23,33,17,38,43,18,40,26,36,53,35,23,18,68,90,23,49,75,48,60,26,92,65,55,48,65,48,66,45,98,84,75,44,16,24,27,38,28,81,94,17,17,2,43,46,48,44,37,36,36,75,46,41,38,61
53,50,65,53,46,38,40,63,38,41,42,35,59,33,53,24,24,27,52,44,69,31,31,42,25,55,39,28,85,53,64,52,86,55,40,27,87,15,58,67,79,67,44,71,85,62,61,33,36,21,20,36,42,26,19,23,31,55,52,23,56,35,32,25,55,52,52,55,58,49,73,53,33,44,21,32,35,41,48,49,60,25,27,21,8,26,35,19,21,23,0,8,63,44,60,60,63,43,33,57,45,60,87,72,66,81,66,56,86,84,45,40,47,56,30,57,21,35,44,47,47,70,53,78,44,49,30,27,47,83,69,59,51,79,63,100,68,75,48,54,69,85,83,51,53,73,61,35,33,47,15,47,14,62,18,27,39,22,34,51,29,63,73,60,27,62,57,66,82,67,47,62,89,44,39,22,31,44,20,42,41,30,36,28,55,74,25,48,45,67,46,38,41,35,54,31,41,56,33,28,48,27,5,62,74,60,33,31,45,13,18,11,37,32,27,12,52,51,44,64,48,52,75,46,24,80,63,33,61,80,41,33,47,53,29,77,61,47,30,63,36,25,79,36,26,37,18,38,44,20,47,27,37,63,36,26,22,50,68,23,50,57,43,38,24,52,56,46,37,57,45,59,28,72,85,67,51,18,17,31,28,32,81,89,20,20,2,45,50,44,46,38,47,39,61,46,45,44,67
52,46,64,55,46,38,39,58,37,38,40,32,55,33,53,26,25,29,54,40,72,28,34,47,27,53,32,29,89,54,63,53,86,56,45,30,79,13,60,67,73,67,41,63,84,61,56,35,33,18,28,31,42,30,19,24,41,55,55,20,57,34,33,33,51,53,54,55,57,50,72,53,34,46,23,32,32,41,45,51,58,23,28,21,8,24,34,19,23,23,0,7,69,95,63,63,58,41,31,57,53,60,85,74,76,72,61,55,83,88,43,43,46,55,30,55,20,33,43,42,45,75,56,77,48,46,36,27,56,84,71,56,51,78,61,94,71,76,48,56,71,83,81,52,53,75,61,38,31,41,15,47,15,63,17,25,34,21,37,46,30,64,71,72,33,59,55,68,73,60,45,57,87,39,40,23,35,43,20,40,40,30,34,28,57,77,24,46,43,61,44,39,45,32,52,30,45,52,33,28,62,27,11,55,74,39,32,33,43,13,19,12,34,31,28,13,50,54,46,61,54,55,76,47,26,78,67,33,57,79,42,31,46,53,34,74,57,49,30,62,35,26,84,38,26,40,19,45,53,21,46,28,37,69,43,26,25,49,67,24,50,60,39,43,23,53,56,46,37,63,51,61,28,73,72,57,52,16,18,31,28,81,58,68,20,20,2,44,46,43,44,40,42,41,58,46,44,39,68
50,50,69,32,32,43,49,61,39,40,43,28,59,33,50,44,28,29,48,37,67,24,27,40,26,48,30,26,75,50,52,49,81,52,37,20,75,12,52,56,62,69,35,68,80,47,42,33,28,17,23,36,45,27,19,19,33,62,54,20,65,28,31,72,52,50,70,53,56,49,100,52,44,43,26,30,29,37,64,51,55,25,27,22,10,25,32,22,21,23,0,7,72,50,59,59,77,42,34,51,100,51,85,80,70,76,49,100,78,76,48,35,54,54,37,56,21,37,47,44,43,100,56,78,100,44,41,32,90,76,94,49,56,79,55,79,64,77,68,54,62,68,71,50,50,49,45,29,26,44,16,47,14,75,18,24,32,22,27,45,27,66,64,100,47,62,52,68,71,54,45,53,88,38,51,26,45,46,22,49,40,32,36,55,56,85,26,47,45,55,57,54,40,32,57,57,56,78,32,28,60,33,11,46,65,50,35,33,46,14,18,11,35,29,27,16,51,58,43,56,48,54,76,46,32,93,79,39,53,71,35,28,46,54,30,64,47,48,29,62,35,22,80,31,25,37,18,40,42,21,42,27,32,66,36,25,21,48,58,25,48,56,47,36,19,67,50,50,37,54,37,62,27,100,49,35,46,16,14,27,21,35,38,42,17,17,2,39,43,29,35,55,43,33,44,37,41,31,62
